Código del ámbito,Ámbito,Código del área (M49),Área,Código del elemento,Elemento,Código del producto,Producto,Código del año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo,Nota
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1977","1977","1000 ha","283","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1977","1977","%","12.37","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1978","1978","1000 ha","283","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1978","1978","%","11.99","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1979","1979","1000 ha","283","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1979","1979","%","11.58","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1980","1980","1000 ha","283","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1980","1980","%","11.25","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1981","1981","1000 ha","283","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1981","1981","%","10.89","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1982","1982","1000 ha","283","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1982","1982","%","10.56","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1983","1983","1000 ha","283","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1983","1983","%","10.55","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1984","1984","1000 ha","283","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1984","1984","%","10.3","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1985","1985","1000 ha","285","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1985","1985","%","10.63","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1986","1986","1000 ha","285","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1986","1986","%","10.91","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1987","1987","1000 ha","285","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1987","1987","%","11.22","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1988","1988","1000 ha","280","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1988","1988","%","11.37","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1989","1989","1000 ha","260","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1989","1989","%","10.93","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1990","1990","1000 ha","260","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1990","1990","%","11.83","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1991","1991","1000 ha","260","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1991","1991","%","11.8","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1992","1992","1000 ha","250","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1992","1992","%","11.57","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1993","1993","1000 ha","230","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1993","1993","%","10.88","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1994","1994","1000 ha","230","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1994","1994","%","10.98","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1995","1995","1000 ha","220","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1995","1995","%","10.74","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1996","1996","1000 ha","210","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1996","1996","%","10.53","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1997","1997","1000 ha","210","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1997","1997","%","10.75","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1998","1998","1000 ha","210","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1998","1998","%","10.97","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1999","1999","1000 ha","220","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1999","1999","%","11.65","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","2000","2000","1000 ha","210","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","2000","2000","%","11.41","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","2001","2001","1000 ha","210","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","2001","2001","%","11.46","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","2002","2002","1000 ha","200","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","2002","2002","%","10.95","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","2003","2003","1000 ha","210","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","2003","2003","%","11.48","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","2004","2004","1000 ha","210","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","2004","2004","%","11.53","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","2005","2005","1000 ha","210","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","2005","2005","%","11.63","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","2006","2006","1000 ha","210","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","2006","2006","%","11.57","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","2007","2007","1000 ha","200","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","2007","2007","%","11.11","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","2008","2008","1000 ha","200","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","2008","2008","%","11.15","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","2009","2009","1000 ha","220","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","2009","2009","%","12.11","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","2010","2010","1000 ha","225","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","2010","2010","%","12.37","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","2011","2011","1000 ha","232","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","2011","2011","%","12.75","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","2012","2012","1000 ha","232","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","2012","2012","%","12.8","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","2013","2013","1000 ha","232","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","2013","2013","%","12.88","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","2014","2014","1000 ha","232","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","2014","2014","%","13","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","2015","2015","1000 ha","253.5","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","2015","2015","%","14.15","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","2016","2016","1000 ha","253.5","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","2016","2016","%","14.27","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","2017","2017","1000 ha","253","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","2017","2017","%","14.21","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","2018","2018","1000 ha","252.5","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","2018","2018","%","14.17","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","2019","2019","1000 ha","243","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","2019","2019","%","13.68","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","2020","2020","1000 ha","243","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","2020","2020","%","13.61","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","2021","2021","1000 ha","243","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","2021","2021","%","13.42","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6630","Cultivos temporales","2001","2001","1000 ha","166.6377","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6630","Cultivos temporales","2002","2002","1000 ha","158.5039","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6630","Cultivos temporales","2003","2003","1000 ha","166.5875","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6630","Cultivos temporales","2004","2004","1000 ha","166.4948","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6630","Cultivos temporales","2005","2005","1000 ha","165.8536","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6630","Cultivos temporales","2006","2006","1000 ha","166.5232","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6630","Cultivos temporales","2007","2007","1000 ha","157.165","I","Valor imputado",""
